,OID_,id,gid,Latitude,Longitude,area_or_ams_map,twn_rng_sec,county,state,tect_prov,location_notes,meas_date,drill_date,collar_elevation,drill_depth,water_table,surf_temp,min_temp,max_temp,bot_temp,interval_id,depth,bottom,geoth_grad,geoth_grad_sym,geoth_grad_std_err,cgeoth_grad,cgeoth_grad_sym,cgeoth_grad_std_err,GeothermGrad,smu_id,Latitude0,Longitude0
402,520,d6a66cdd-6abf-38d4-bf5c-ee7daee356a2,NM-06316,32.9422126,-107.5731981,Hillsboro,16S/7W-4,,NM,BASIN AND RANGE,Location based on Northing and Easting in 15 minute quad,1/7/1985 0:00:00,1/11/1985 0:00:00,1643.3,152.0,40.0,10.76,10.76,35.05,35.05,a,134.0,152.0,115.0,,,,,,115.0,SMU 100576,32.9422126,-107.5731981
403,794,c1e70c66-2543-325d-9369-950b697eab8b,NM-06313,32.9372127,-107.571898,Hillsboro,16S/7W-4,,NM,BASIN AND RANGE,Location based on Northing and Easting in 15 minute quad,1/28/1983 0:00:00,1/7/1982 0:00:00,1640.2,106.0,5.0,11.7,11.7,33.85,33.85,d,60.0,74.0,160.5,,,,,,160.5,SMU 100576,32.9372127,-107.571898
404,207,a64356c7-ea32-3a17-9158-2198b919878a,NM-06182,32.9311139,-107.3672923,,18S/7W-29,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/19/1980 0:00:00,,1662.0,63.0,55.0,17.1,18.6,,20.58,a,23.0,53.0,19.0,,,,,,19.0,SMU 100562,32.9311139,-107.3672923
405,1121,f08aaed7-23f5-3da2-a72a-6c5c54b093c3,NM-06318,32.931013,-107.5566976,Hillsboro,16S/7W-10,,NM,BASIN AND RANGE,Location based on Northing and Easting in 15 minute quad,1/7/1985 0:00:00,1/2/1985 0:00:00,1640.2,150.0,58.0,13.53,13.53,31.51,31.19,a,15.0,58.0,191.0,,,,,,191.0,SMU 100576,32.931013,-107.5566976
406,1118,42d3ef9d-026a-37b3-a0f6-45101dc36321,NM-06317,32.9293128,-107.5917985,Hillsboro,16S/7W-8,,NM,BASIN AND RANGE,Location based on Northing and Easting in 15 minute quad,1/7/1985 0:00:00,1/31/1985 0:00:00,1701.2,152.0,10.0,12.0,12.0,30.63,30.63,c,66.0,125.0,77.29999999999998,,,,,,77.29999999999998,SMU 100576,32.9293128,-107.5917985
407,773,a48767ca-7cae-363d-a36f-6f040562e647,NM-06211,32.9290158,-106.9555807,,16S/1W-9,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/19/1980 0:00:00,,1381.0,,17.0,19.3,19.9,,20.28,a,20.0,45.0,15.2,,,,,,15.2,SMU 100561,32.9290158,-106.9555807
408,763,6cafacf6-4279-37d8-bddf-c82e39f709e1,NM-06173,32.9164132,-107.5953986,Las Cruces,16S/7W-18,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/19/1980 0:00:00,,1646.0,80.0,24.0,,16.91,17.89,17.57,a,50.0,80.0,17.9,,,,,,17.9,SMU 100562,32.9164132,-107.5953986
409,484,4a348837-115e-3c59-b952-aa0c8d20213d,NM-06191,32.9163146,-107.28899,,18S/5W-30,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/20/1980 0:00:00,,1387.0,,40.0,19.9,20.53,,21.22,a,30.0,70.0,17.3,,,,,,17.3,SMU 100561,32.9163146,-107.28899
410,1107,55107586-72c5-3bf7-9a2f-1f6bfc28307c,NM-06279,32.916308,-108.648728,,16S/18W-13,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/10/1980 0:00:00,,1415.0,,32.0,18.0,18.0,,18.0,a,34.0,38.0,0.0,I,,,,,0.0,SMU 100561,32.916308,-108.648728
411,320,a6c990b7-4bce-3fd9-ba54-7fb273a2a73a,NM-00156,32.900117,-106.867278,LAS  CRUCES AMS NEW MEXICO,16S/1E-20,,NM,BASIN AND RANGE,,,,1408.0,,,,,,,a,1632.0,3556.0,40.8,*,,40.8,*,,40.8,SMU 100714,32.900117,-106.867278
412,822,9e3f24ea-afbf-3d04-9b71-5fd555458330,NM-00019,32.9001065,-109.0339385,SILVER CITY AMS,,,NM,BASIN AND RANGE,,,,1463.0,390.0,,,,,,a,240.0,390.0,45.7,,0.7,41.3,,0.7,41.3,SMU 100719,32.9001065,-109.0339385
413,220,c68e1bf1-9183-3dc2-a9ed-e2ad3f5097a0,NM-06212,32.8905174,-106.8436773,,16S/1E-28,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/19/1980 0:00:00,,1415.0,,,17.1,19.17,,21.5,a,35.0,65.0,56.3,,,,,,56.3,SMU 100561,32.8905174,-106.8436773
414,291,6e5fc32f-165d-3b36-a230-40b017686df4,NM-00030,32.8834157,-107.2505887,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1451.0,,,,,,,a,30.0,221.0,26.5,,,26.5,,,26.5,SMU 100710,32.8834157,-107.2505887
415,481,d3a786e1-42de-3239-a153-92e9ee4cdba4,NM-06179,32.8756155,-107.3218906,,17S/7W-23,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/16/1980 0:00:00,,1622.0,38.0,32.0,,18.03,,18.07,a,32.0,38.0,6.7,,,,,,6.7,SMU 100562,32.8756155,-107.3218906
416,1081,e0cabc0f-b18f-333b-8e21-11300b60750a,NM-06204,32.8730167,-107.0892841,Las Cruces,16S/2W-31,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/20/1980 0:00:00,,1412.0,,,17.8,18.12,,18.3,a,25.0,35.0,17.0,,,,,,17.0,SMU 100561,32.8730167,-107.0892841
417,1070,ea94661f-b6f0-3e7a-818f-5f4416a9d3a3,NM-06176,32.8689164,-107.1762865,,17S/4W-2,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/15/1980 0:00:00,,1294.0,42.0,31.0,20.1,22.47,,24.72,a,20.0,34.0,132.9,,,,,,132.9,SMU 100562,32.8689164,-107.1762865
418,563,4bb1b7ea-9b06-3adc-a8d8-7d81fb7ee46d,NM-00081,32.8501115,-108.3006178,SILVER CITY AMS,,,NM,BASIN AND RANGE,,,,1443.0,280.0,,,,,,a,120.0,280.0,33.5,,0.3,33.5,,0.3,33.5,SMU 100624,32.8501115,-108.3006178
419,287,dafe5463-d6ee-3d96-80aa-43c61357be2a,AZ-UND US 122,32.8434418,-108.9306353,143 UND Ref,,,AZ,,,,,1761.0,,,,,,,a,120.0,150.0,35.0,,,,,,35.0,SMU 100736,32.8434418,-108.9306353
420,1072,8ebe21a7-7560-381d-ad80-48e4f96d8f2c,NM-06181,32.8128172,-107.3082898,,17S/6W-36,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/16/1980 0:00:00,,1397.0,32.0,22.0,19.2,19.7,,20.0,a,20.0,32.0,25.0,,,,,,25.0,SMU 100562,32.8128172,-107.3082898
421,321,88042df0-a342-3e35-9db4-98327b6b2f1c,NM-00163,32.8001196,-106.8672774,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1356.0,,,,,,,c,240.0,270.0,158.0,,,158.0,,,158.0,SMU 100710,32.8001196,-106.8672774
422,32,322fb6a3-d0d0-3f89-a762-4421922852a6,NM-00164,32.8001195,-106.9005783,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1334.0,,,,,,,d,240.0,270.0,140.0,,,140.0,,,140.0,SMU 100710,32.8001195,-106.9005783
423,879,b1f029f3-2d85-351f-a51f-73e4c2bca5b4,NM-00191,32.8001139,-108.067311,SILVER CITY AMS,,,NM,BASIN AND RANGE,,,,,280.0,,,,,,c,180.0,240.0,48.1,,1.6,48.1,,,48.1,SMU 100623,32.8001139,-108.067311
424,221,3c7edc62-7c7f-3a41-b958-b6ed3c72564a,NM-06213,32.7928202,-106.7867751,,17S/1E-36,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/19/1980 0:00:00,,1410.0,,110.0,20.6,21.7,,24.42,a,30.0,110.0,34.0,,,,,,34.0,SMU 100561,32.7928202,-106.7867751
425,244,2b1e6942-4d7a-3ff6-92d5-dad1c3eaa860,NM-06280,32.7886109,-108.7318294,,17S/18W-4,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/10/1980 0:00:00,,1680.0,,,15.7,16.71,,17.13,a,30.0,42.0,26.4,,,,,,26.4,SMU 100561,32.7886109,-108.7318294
426,482,38a7b04a-1eb0-30ee-944f-60f2dcdeda59,NM-06180,32.7781174,-107.4563937,,18S/6W-8,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/16/1980 0:00:00,,1442.0,50.0,,17.5,17.75,17.89,17.88,a,20.0,35.0,8.7,,,,,,8.7,SMU 100562,32.7781174,-107.4563937
427,212,8e9b2be1-7c51-3ba1-95d8-73ac14a39b22,NM-06194,32.7635193,-107.1436849,,19S/5W-26,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/21/1980 0:00:00,,1396.0,,50.0,16.9,18.76,,25.8,a,20.0,50.0,82.7,,,,,,82.7,SMU 100561,32.7635193,-107.1436849
428,1076,a6121022-76f5-3e8d-8a5e-98beb1a954ce,NM-06193,32.7532199,-107.0644826,,19S/4W-29,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/21/1980 0:00:00,,1369.0,,48.0,18.0,19.65,,21.78,a,22.0,62.0,53.3,,,,,,53.3,SMU 100561,32.7532199,-107.0644826
429,6,d3702868-aa71-3c25-8511-4dc99ad76ae3,NM-00062,32.7501243,-106.1172559,LAS  CRUCES AMS NEW MEXICO,18S/8E-33,,NM,BASIN AND RANGE,,,,1250.0,,,,,,,a,72.0,2341.0,43.2,*,,43.2,*,,43.2,SMU 100714,32.7501243,-106.1172559
430,488,644237c8-1518-3544-bdaa-b121ae782034,NM-06205,32.7501191,-107.2505878,Las Cruces,17S/2W-24,,NM,Basin and Range,Location based on SW corner of map,1/20/1980 0:00:00,,1378.0,,33.0,18.6,18.76,,19.31,a,20.0,60.0,11.0,,,,,,11.0,SMU 100561,32.7501191,-107.2505878
431,158,67ab9ce7-a782-3290-801e-009dc05f2a1b,NM-06009,32.7501119,-108.7506296,Cliff 15,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,65.0,,,,,19.6,a,,,48.0,,,,,,48.0,SMU 100574,32.7501119,-108.7506296
432,541,2aabc2bd-bc88-311a-beaf-0e1d5621f648,AZ-06440,32.7501093,-109.2506435,"York Valley 15(""""York"""" not York Valley)",,,AZ,Basin and Range,SW Corner of Map for Lat_Long,,,,80.0,,,,,23.87,a,,,54.0,,,,,,54.0,SMU 100574,32.7501093,-109.2506435
433,483,c5991269-f534-388d-b0fa-51903d1eebff,NM-06183,32.7439187,-107.3888916,,19S/7W-28,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/19/1980 0:00:00,,1543.0,32.0,0.0,16.1,17.13,,17.72,a,22.0,32.0,49.2,,,,,,49.2,SMU 100562,32.7439187,-107.3888916
434,310,ccb8b3e9-37ac-38f7-a522-b421797b62f3,NM-00114,32.7168185,-107.5838969,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,1/14/1967 0:00:00,,1695.0,365.0,,,,,,a,120.0,365.0,41.1,,0.3,41.1,,,41.1,SMU 100624,32.7168185,-107.5838969
435,772,28e1eea3-5cb8-3ebb-91f4-1e0aa38de9f9,NM-06210,32.7084222,-106.8262756,Las Cruces,18S/1E-27,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/22/1980 0:00:00,,1317.0,,41.0,20.6,21.12,,21.69,a,20.0,40.0,23.0,,,,,,23.0,SMU 100561,32.7084222,-106.8262756
436,769,18ae1b0b-4874-3b95-b11c-7db5866b451c,NM-06206,32.7057214,-107.0221811,Las Cruces,18S/2W-35,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/20/1980 0:00:00,,1274.0,,44.0,16.1,17.25,,20.12,a,25.0,45.0,132.5,,,,,,132.5,SMU 100561,32.7057214,-107.0221811
437,218,2bfea851-04e5-388b-a26c-5ab892c3e768,NM-06209,32.6899229,-106.7895745,Las Cruces,19S/1E-1,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/22/1980 0:00:00,,1313.0,,59.0,15.4,17.57,,20.65,a,20.0,74.29999999999998,56.7,,,,,,56.7,SMU 100561,32.6899229,-106.7895745
438,336,3d40aa4c-dcc0-33fc-9b05-9346eabaf31c,NM-00216,32.6751152,-108.4881218,SILVER CITY AMS,,,NM,BASIN AND RANGE,,,1/4/1964 0:00:00,1853.0,290.0,,,,,,a,183.0,290.0,28.7,,0.1,28.7,,,28.7,SMU 100764,32.6751152,-108.4881218
439,770,4327dada-e87d-321c-8701-635d3dd6ca4b,NM-06208,32.6519244,-106.6668708,Las Cruces,19S/3E-18,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/22/1980 0:00:00,,1391.0,,51.0,19.0,20.02,24.72,24.65,a,60.0,120.0,38.1,,,,,,38.1,SMU 100561,32.6519244,-106.6668708
440,712,d66e3268-9d59-326f-856b-8448bff5d7b1,NM-00678,32.6334234,-107.00058,DONA ANA COUNTY,19S/2W-25,,NM,BASIN AND RANGE,,,,1260.0,175.0,,,,36.0,36.0,b,15.0,40.0,268.0,,,,,,268.0,SMU 1579,32.6334234,-107.00058
441,157,0da93102-eda3-3f43-a963-181237a9e3ef,NM-06008,32.6251171,-108.3756183,Tyrone 7.5,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,90.0,,,,,18.41,a,,,44.5,,,,,,44.5,SMU 100574,32.6251171,-108.3756183
442,213,a5cf305a-1121-3f18-a2c2-83ea5c14922d,NM-06196,32.6174235,-107.0623817,,20S/4W-20,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/22/1980 0:00:00,,1718.0,,,18.5,19.72,,21.8,a,23.0,58.0,83.2,,,,,,83.2,SMU 100561,32.6174235,-107.0623817
443,605,3aca7fb6-8f52-3172-94cb-1e8a054791aa,NM-00182,32.616824,-106.967279,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1353.0,,,,,,,a,61.0,140.0,218.0,,,218.0,,,218.0,SMU 100710,32.616824,-106.967279
444,505,db982aa6-1ce9-36e1-9497-5eb939698d71,NM-06285,32.6012188,-108.154212,,20S/13W-2,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/13/1980 0:00:00,,1590.0,,,16.8,18.3,,19.2,a,27.0,47.0,45.0,,,,,,45.0,SMU 100561,32.6012188,-108.154212
445,247,81260678-e672-39f0-824b-58ea708f215f,NM-06284,32.5885183,-108.3249167,,20S/14W-6,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/10/1980 0:00:00,,1799.0,,100.0,15.8,17.89,,19.37,a,70.0,100.0,24.8,,,,,,24.8,SMU 100561,32.5885183,-108.3249167
446,499,ccd7bf1a-fd10-347b-b809-c87877d009da,NM-06253,32.5868214,-107.6862989,,21S/2W-18,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/28/1980 0:00:00,,1563.0,,,19.5,20.2,,23.5,a,20.0,140.0,27.5,,,,,,27.5,SMU 100561,32.5868214,-107.6862989
447,137,627eaead-612f-3fd0-b8c1-92cbe4879fb4,NM-00637,32.5804205,-107.9157052,Las Cruces - Faywood,20S/10W-7S,,NM,BASIN AND RANGE,,1/20/1979 0:00:00,1/26/1979 0:00:00,1524.02,150.9,,,,24.35,24.35,a,91.5,150.9,56.5,,,,,,56.5,SMU 1511c,32.5804205,-107.9157052
448,777,2865ba5e-26f1-3d88-996b-d061d1b2ad5f,NM-06224,32.5744265,-106.6737705,Las Cruces,20S/3E-18,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/24/1980 0:00:00,,1349.0,,60.0,17.9,18.62,,21.5,a,20.0,50.0,47.0,,,,,,47.0,SMU 100561,32.5744265,-106.6737705
449,135,588695e2-a5cb-3632-8d51-e07a1292756b,NM-00631,32.5731205,-107.9614065,Las Cruces - Faywood,20S/11W-15A,,NM,BASIN AND RANGE,,1/19/1979 0:00:00,1/31/1979 0:00:00,1554.9,155.5,,,,26.25,26.25,a,30.5,149.4,54.8,,,,,,54.8,SMU 1511c,32.5731205,-107.9614065
450,430,197cd39e-9421-33da-b7d6-bf9919cc7127,NM-00633,32.5712203,-107.9957074,Las Cruces - Faywood,20S/11W-17A,,NM,BASIN AND RANGE,,1/20/1979 0:00:00,1/27/1979 0:00:00,1554.9,152.4,,,,33.3,33.3,a,24.4,152.4,95.4,,,,,,95.4,SMU 1511c,32.5712203,-107.9957074
451,866,a6b04a18-98be-3e4b-8a5d-a7dfed1c123d,NM-00137,32.5668294,-106.0505529,LAS  CRUCES AMS NEW MEXICO,20S/9E-18,,NM,BASIN AND RANGE,,,,1234.0,,,,,,,a,90.0,1585.0,41.7,,,41.7,,,41.7,SMU 100714,32.5668294,-106.0505529
452,92,6e07e4f7-b174-3c12-a918-fe3aee51ef90,NM-00356,32.560123,-107.5055937,FLORIDA NEW MEXICO,20S/7E-36DDD,,NM,BASIN AND RANGE,,,,,66.0,,,,,37.6,a,0.0,66.0,308.0,,,,,,308.0,SMU 100569,32.560123,-107.5055937
453,490,19ba605a-e717-3210-9254-609746259246,NM-06214,32.5570247,-107.1521838,,20S/3W-15,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/21/1980 0:00:00,,1518.0,,50.0,20.9,21.46,,21.97,a,30.0,50.0,25.5,,,,,,25.5,SMU 100561,32.5570247,-107.1521838
454,429,fa613c06-6b78-3728-a228-ba130389164b,NM-00632,32.5507209,-107.987707,Las Cruces - Faywood,20S/11W-21C,,NM,BASIN AND RANGE,,1/19/1979 0:00:00,1/3/1979 0:00:00,1554.9,155.5,,,,39.29,39.29,a,61.0,155.5,127.0,,,,,,127.0,SMU 1511c,32.5507209,-107.987707
455,118,d3c1985d-dbdc-39da-8e08-7371957a1433,NM-00515,32.5501245,-107.233886,DONA ANA COUNTY,20S/4W-22,,NM,BASIN AND RANGE,,,,1491.0,50.0,,,,20.0,19.83,a,30.0,50.0,130.0,,,,,,130.0,SMU 1579,32.5501245,-107.233886
456,1082,b0fe3352-526d-3da2-91e4-837ca1b23191,NM-06215,32.5492245,-107.233286,,20S/4W-22,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/22/1980 0:00:00,,1515.0,,60.0,20.0,21.82,,23.03,a,35.0,60.0,48.4,,,,,,48.4,SMU 100561,32.5492245,-107.233286
457,767,12336b59-2485-31a7-909f-71ca57df2334,NM-06189,32.5490235,-107.4518921,,20S/7W-31,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/20/1980 0:00:00,,1491.0,,20.0,17.3,18.38,,20.75,a,20.0,80.0,39.5,,,,,,39.5,SMU 100561,32.5490235,-107.4518921
458,991,22658a2a-04fe-3f5a-88c6-44facbc27759,NM-00634,32.5393214,-107.9578061,Las Cruces - Faywood,20S/11W-27E,,NM,BASIN AND RANGE,,1/19/1979 0:00:00,1/4/1979 0:00:00,1554.5,146.3,,,,31.73,31.73,a,67.1,146.3,82.0,,,,,,82.0,SMU 1511c,32.5393214,-107.9578061
459,136,ed6635ad-fb75-3733-b61f-8a08e3de0d23,NM-00635,32.5385216,-107.9203051,Las Cruces - Faywood,20S/10W-30W,,NM,BASIN AND RANGE,,1/20/1979 0:00:00,1/30/1979 0:00:00,1463.06,152.4,,,,22.98,22.98,a,97.7,152.4,46.7,,,,,,46.7,SMU 1511c,32.5385216,-107.9203051
460,1077,e27b1000-dbe9-3ad3-a468-4a56b311861f,NM-06195,32.5353251,-107.1987849,,21S/5W-3,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/21/1980 0:00:00,,1390.0,,,,22.4,22.4,19.53,a,45.0,55.0,-287.0,,,,,,-287.0,SMU 100561,32.5353251,-107.1987849
461,624,5231562d-3d25-38dc-84ca-9b5e6ec53622,NM-00228,32.5334287,-106.417263,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1220.0,,,,,,,c,240.0,290.0,39.5,,,39.5,,,39.5,SMU 100708,32.5334287,-106.417263
462,561,d9a62307-d659-3d70-bd25-fa432251c5ad,NM-00053,32.5334228,-107.6838985,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1634.0,205.0,,,,,,a,130.0,205.0,38.3,,0.4,36.7,,,36.7,SMU 100624,32.5334228,-107.6838985
463,52,abcb762a-c35e-3360-b775-048821f36351,NM-00225,32.5334196,-108.350617,SILVER CITY AMS,,,NM,BASIN AND RANGE,,,,1813.0,170.0,,,,,,a,170.0,205.0,17.1,,,17.1,,,17.1,SMU 100719,32.5334196,-108.350617
464,210,dee8cc20-4da6-33b4-84ab-4af63510be19,NM-06188,32.5166253,-107.2554864,,21S/6W-6,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/19/1980 0:00:00,,1416.0,,55.0,18.8,23.9,,37.49,a,20.0,85.0,209.1,,,,,,209.1,SMU 100561,32.5166253,-107.2554864
465,431,ab124777-6df0-3303-bad0-2be552c4497d,NM-00636,32.5121223,-107.9277051,Las Cruces - Faywood,21S/11W-1E,,NM,BASIN AND RANGE,,1/19/1979 0:00:00,1/2/1979 0:00:00,1463.06,152.4,,,,21.17,21.17,a,30.5,152.4,31.9,,,,,,31.9,SMU 1511c,32.5121223,-107.9277051
466,943,2fb0a048-ed3e-3b43-b78d-f18700ea40eb,NM-00371,32.5018245,-107.5205937,FLORIDA NEW MEXICO,21S/7E-1CD,,NM,BASIN AND RANGE,,,,,85.0,,,,,22.3,a,0.0,85.0,82.0,,,,,,82.0,SMU 100569,32.5018245,-107.5205937
467,593,1753611d-463d-3b81-85e9-9d1582bd9674,NM-00150,32.500131,-106.1005539,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1370.0,,,,,,,b,20.0,50.0,32.5,,,32.5,,,32.5,SMU 100708,32.500131,-106.1005539
468,489,7beb28e7-6066-3a13-bdc0-6db2bf929d83,NM-06207,32.5001269,-107.0005792,Las Cruces,20S/1W-11,,NM,Basin and Range,Location based on SW corner of map,1/21/1980 0:00:00,,1329.0,,,22.8,23.05,,23.61,a,20.0,32.0,46.7,,,,,,46.7,SMU 100561,32.5001269,-107.0005792
469,1075,bb95bbe4-57f6-38e9-a54c-85cd22b7e4c9,NM-06190,32.5001246,-107.5005931,,19S/6W-3,,NM,Basin and Range,Location based on SW corner of map,1/20/1980 0:00:00,,1448.0,,,16.0,17.77,,20.23,a,30.0,50.0,61.5,,,,,,61.5,SMU 100561,32.5001246,-107.5005931
470,99,73c744a9-486d-30b7-9bb5-64f6afed7e83,NM-00370,32.5001244,-107.5488945,FLORIDA NEW MEXICO,21S/7E-3DDD,,NM,BASIN AND RANGE,,,,,85.0,,,,,23.1,a,0.0,85.0,47.0,,,,,,47.0,SMU 100569,32.5001244,-107.5488945
471,441,b37566e7-320f-3a94-a6f3-a27d771126c2,NM-06013,32.5001222,-108.0006071,Dwyer 15,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,42.5,,,,,21.66,a,,,78.0,,,,,,78.0,SMU 100574,32.5001222,-108.0006071
472,735,eb52952f-855b-38a0-87b7-1992d9cf6d45,NM-06012,32.500121,-108.250614,Whitewater 7.5,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,60.0,,,,,19.38,a,,,18.0,,,,,,18.0,SMU 100574,32.500121,-108.250614
473,440,7e96a119-dbba-3b3e-afe2-80d7da98804f,NM-06011,32.5001204,-108.3756175,White Signal 7.5,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,80.0,,,,,18.88,a,,,14.6,,,,,,14.6,SMU 100574,32.5001204,-108.3756175
474,734,0e38a289-ab20-3d12-b211-77151b7f300f,NM-06010,32.5001198,-108.5006209,Burro Peak 7.5,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,50.0,,,,,16.85,a,,,100.0,,,,,,100.0,SMU 100574,32.5001198,-108.5006209
475,1022,f4416158-1ce9-37fd-b78b-8814fda8d37b,NM-06007,32.5001185,-108.7506279,Redrock 15,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,100.0,,,,,23.0,a,,,34.2,,,,,,34.2,SMU 100574,32.5001185,-108.7506279
476,160,8320704d-9e7f-3aae-8cbf-039f786fa93d,NM-06026,32.5001173,-109.0006348,Canador Peak 15,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,50.0,,,,,22.81,a,,,36.0,,,,,,36.0,SMU 100574,32.5001173,-109.0006348
477,1145,6bc8cf43-3f47-3c37-9137-e94bfd1400ca,AZ-06436,32.500116,-109.2506417,Duncan 15,,,AZ,Basin and Range,SW Corner of Map for Lat_Long,,,,65.0,,,,,56.12,a,,,477.3,,,,,,477.3,SMU 100574,32.500116,-109.2506417
478,1087,919a32b8-dd9c-36ef-8f4b-50934048ad6e,NM-06225,32.4975283,-106.7114711,Las Cruces,21S/2E-11,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/24/1980 0:00:00,,1315.0,,72.0,20.1,20.59,,22.32,a,20.0,60.0,35.0,,,,,,35.0,SMU 100561,32.4975283,-106.7114711
479,500,2219509b-bb96-3aa8-bf36-6c7c811d502b,NM-06259,32.4904252,-107.4363913,,22S/7W-26,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/29/1980 0:00:00,,1322.0,,,19.1,19.96,,20.75,a,20.0,40.0,39.5,,,,,,39.5,SMU 100561,32.4904252,-107.4363913
480,670,ec46b677-4420-335e-9a87-b86001b5f567,NM-00383,32.4584258,-107.4938927,FLORIDA NEW MEXICO,21S/6E-30,,NM,BASIN AND RANGE,,,,,40.0,,,,,19.5,a,0.0,40.0,76.0,,,,,,76.0,SMU 100569,32.4584258,-107.4938927
481,870,1ed6687d-e733-3421-a9d4-c018e5c60129,NM-00146,32.4501301,-106.6005677,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1530.0,,,,,,,a,310.0,840.0,36.7,,,36.7,,,36.7,SMU 100710,32.4501301,-106.6005677
482,337,582dad17-2609-3827-9aec-a062bd2a693e,NM-00217,32.4418326,-106.0960534,SILVER CITY AMS,,,NM,BASIN AND RANGE,,,1/21/1964 0:00:00,1341.0,274.0,,,,,,a,107.0,274.0,40.1,,,40.1,,,40.1,SMU 100764,32.4418326,-106.0960534
483,340,0aa7e390-5990-3fac-9763-5171ff9df038,NM-00227,32.4334312,-106.4505633,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1220.0,,,,,,,a,90.0,130.0,37.8,,,37.8,,,37.8,SMU 100708,32.4334312,-106.4505633
484,26,599dc326-846c-3ed1-a097-337bc056f940,NM-00133,32.4334283,-107.0838811,LAS  CRUCES AMS NEW MEXICO,22S/2W-6,,NM,BASIN AND RANGE,,,,1456.0,,,,,,,a,1084.0,1564.0,29.1,*,,29.1,*,,29.1,SMU 100714,32.4334283,-107.0838811
485,214,e8c1ae45-f12e-3fd4-afeb-67eb3e252011,NM-06197,32.4296273,-107.3227877,,22S/5W-12,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/22/1980 0:00:00,,1476.0,,,19.7,20.98,,24.85,a,25.0,95.0,55.3,,,,,,55.3,SMU 100561,32.4296273,-107.3227877
486,396,2cc25391-1c4c-3e65-8b6b-47a5f2c166d0,NM-00384,32.4268264,-107.5405938,FLORIDA NEW MEXICO,22S/7E-2B,,NM,BASIN AND RANGE,,,,,75.0,,,,,22.0,a,0.0,75.0,25.0,,,,,,25.0,SMU 100569,32.4268264,-107.5405938
